# enricher v3.3.1
# Feature file:  miniexExample_featureFileGO.out
# Gene set file: miniexExample_setFileRegulons.out
# Input: n_gen=1548,  n_set=61, n_ftr=2392
# Options: min-hits=2 fdr=0.05 find-depleted=0
#          min-genes=1 max-genes=1548
#          min-information-content=0 max-information-content=1
# Background: 4999 genes used in background (from background file 'miniexExample_expressedGenes.txt')
set_id	ftr_id	p-val	q-val	enr_fold	set_size	ftr_size	ftr_ic	n_hits	hits
AT5G59780_Cluster_20	GO:0019438	2.11072e-05	0.00011342	5.08804	75	131	0.336231	10	AT5G59780,AT3G50060,AT1G67110,AT2G47460,AT1G28370,AT5G25160,AT5G08790,AT4G22570,AT5G04340,AT2G20610
AT5G59780_Cluster_20	GO:0031323	4.52447e-05	0.000217808	4.66107	75	143	0.324298	10	AT5G59780,AT3G50060,AT4G34410,AT5G47880,AT2G47460,AT1G28370,AT1G67080,AT5G25160,AT5G08790,AT5G04340
AT5G59780_Cluster_20	GO:0031326	0.000406044	0.00141214	4.40683	75	121	0.347042	8	AT5G59780,AT3G50060,AT5G47880,AT2G47460,AT1G28370,AT5G25160,AT5G08790,AT5G04340
AT5G59780_Cluster_20	GO:0032774	0.000599134	0.00193903	4.76095	75	98	0.375746	7	AT5G59780,AT3G50060,AT2G47460,AT1G28370,AT5G25160,AT5G08790,AT5G04340
AT5G59780_Cluster_20	GO:0034654	0.000174038	0.000692988	4.98343	75	107	0.363784	8	AT5G59780,AT3G50060,AT2G47460,AT1G28370,AT5G25160,AT5G08790,AT4G22570,AT5G04340
AT5G59780_Cluster_20	GO:0043207	0.0110834	0.0193482	3.17397	75	126	0.341529	6	AT3G10985,AT4G34410,AT2G33830,AT5G08790,AT2G20610,AT1G74100
AT5G59780_Cluster_20	GO:0044271	3.08724e-06	2.11312e-05	5.59684	75	131	0.336231	11	AT5G59780,AT3G50060,AT5G47880,AT1G67110,AT2G47460,AT1G28370,AT5G25160,AT5G08790,AT4G22570,AT5G04340,AT2G20610
AT5G59780_Cluster_20	GO:0044419	0.0110834	0.0193482	3.17397	75	126	0.341529	6	AT3G10985,AT4G34410,AT2G33830,AT5G08790,AT2G20610,AT1G74100
AT5G59780_Cluster_20	GO:0051171	4.96727e-05	0.000236132	5.17138	75	116	0.352788	9	AT5G59780,AT3G50060,AT4G34410,AT5G47880,AT2G47460,AT1G28370,AT5G25160,AT5G08790,AT5G04340
AT5G59780_Cluster_20	GO:0051252	0.000637063	0.00203464	4.71286	75	99	0.374364	7	AT5G59780,AT3G50060,AT2G47460,AT1G28370,AT5G25160,AT5G08790,AT5G04340
AT5G59780_Cluster_20	GO:0051707	0.0110834	0.0193482	3.17397	75	126	0.341529	6	AT3G10985,AT4G34410,AT2G33830,AT5G08790,AT2G20610,AT1G74100
AT5G59780_Cluster_20	GO:0060255	0.000453735	0.00154571	4.33518	75	123	0.34481	8	AT5G59780,AT3G50060,AT5G47880,AT2G47460,AT1G28370,AT5G25160,AT5G08790,AT5G04340
AT5G59780_Cluster_20	GO:0080090	0.000101156	0.000438299	4.72346	75	127	0.340453	9	AT5G59780,AT3G50060,AT4G34410,AT5G47880,AT2G47460,AT1G28370,AT5G25160,AT5G08790,AT5G04340
AT5G59780_Cluster_20	GO:0090304	0.0017119	0.00449805	3.98781	75	117	0.351619	7	AT5G59780,AT3G50060,AT2G47460,AT1G28370,AT5G25160,AT5G08790,AT5G04340
AT5G59780_Cluster_20	GO:1901362	7.78679e-06	4.7711e-05	5.09157	75	144	0.323349	11	AT5G59780,AT3G50060,AT1G67110,AT2G47460,AT4G15340,AT1G28370,AT5G25160,AT5G08790,AT4G22570,AT5G04340,AT2G20610
AT5G59780_Cluster_20	GO:2001141	0.000599134	0.00193903	4.76095	75	98	0.375746	7	AT5G59780,AT3G50060,AT2G47460,AT1G28370,AT5G25160,AT5G08790,AT5G04340
AT5G59780_Cluster_20	GO:0006979	0.0117753	0.0202905	6.24875	75	32	0.528132	3	AT3G56240,AT1G11210,AT3G10985
AT5G59780_Cluster_20	GO:0042180	0.0111915	0.0194964	12.1188	75	11	0.673521	2	AT4G34410,AT1G11840
AT5G59780_Cluster_20	GO:1901615	0.00984693	0.0175549	6.66533	75	30	0.536919	3	AT1G11840,AT2G47460,AT1G67080
AT5G59780_Cluster_20	GO:0010087	0.017987	0.0281103	9.5219	75	14	0.640686	2	AT4G34410,AT1G28370
AT5G59780_Cluster_20	GO:0030154	0.0101308	0.0179829	4.67743	75	57	0.449529	4	AT2G16700,AT4G34600,AT3G61440,AT3G04620
AT5G59780_Cluster_20	GO:0048869	0.013527	0.0225357	4.30022	75	62	0.438081	4	AT2G16700,AT4G34600,AT3G61440,AT3G04620
AT5G59780_Cluster_20	GO:0000902	0.00402999	0.00876501	6.05939	75	44	0.484774	4	AT2G05520,AT2G16700,AT4G34600,AT3G45960
AT5G59780_Cluster_20	GO:0009826	0.00258357	0.00622779	6.83624	75	39	0.501198	4	AT2G05520,AT2G16700,AT4G34600,AT3G45960
AT5G59780_Cluster_20	GO:0016049	0.000757436	0.00234942	6.80136	75	49	0.47012	5	AT2G05520,AT2G16700,AT4G34600,AT3G45960,AT2G20610
AT5G59780_Cluster_20	GO:0060560	0.0037052	0.00818321	6.20031	75	43	0.487904	4	AT2G05520,AT2G16700,AT4G34600,AT3G45960
AT5G59780_Cluster_20	GO:0009734	0.0133003	0.0222724	11.1089	75	12	0.661674	2	AT3G50060,AT4G34410
AT5G59780_Cluster_20	GO:0019725	0.00189631	0.0048876	11.7624	75	17	0.614252	3	AT3G56240,AT1G21140,AT4G16370
AT5G59780_Cluster_20	GO:0035556	0.0133003	0.0222724	11.1089	75	12	0.661674	2	AT5G44790,AT1G28370
AT5G59780_Cluster_20	GO:0042592	0.000131672	0.000547567	9.80196	75	34	0.519878	5	AT3G56240,AT4G34600,AT1G21140,AT5G04340,AT4G16370
AT5G59780_Cluster_20	GO:0048878	0.000113629	0.000481887	10.099	75	33	0.523943	5	AT3G56240,AT4G34600,AT1G21140,AT5G04340,AT4G16370
AT5G59780_Cluster_20	GO:0055082	0.0015786	0.00421212	12.4975	75	16	0.622506	3	AT3G56240,AT1G21140,AT4G16370
AT5G59780_Cluster_20	GO:0071365	0.0133003	0.0222724	11.1089	75	12	0.661674	2	AT3G50060,AT4G34410
AT5G59780_Cluster_20	GO:1901566	1.65997e-05	9.2251e-05	8.33167	75	56	0.451939	7	AT5G47880,AT1G67110,AT3G61440,AT4G22570,AT2G20610,AT1G74100,AT3G13110
AT5G59780_Cluster_20	GO:0009860	0.0232656	0.0344568	8.33167	75	16	0.622506	2	AT2G16700,AT4G34600
AT5G59780_Cluster_20	GO:0048468	0.0174887	0.0274981	5.40432	75	37	0.508365	3	AT2G16700,AT4G34600,AT3G61440
AT5G59780_Cluster_20	GO:0048868	0.0322099	0.0447015	7.01614	75	19	0.599108	2	AT2G16700,AT4G34600
AT5G59780_Cluster_20	GO:0031668	0.0290978	0.0412232	7.40593	75	18	0.606469	2	AT1G43910,AT2G20610
AT5G59780_Cluster_20	GO:0071496	0.0354468	0.0482071	6.66533	75	20	0.592124	2	AT1G43910,AT2G20610
AT5G59780_Cluster_20	GO:0006790	0.0019141	0.004924	7.40593	75	36	0.512096	4	AT3G61440,AT2G20610,AT1G74100,AT3G13110
AT5G59780_Cluster_20	GO:0016143	0.0205547	0.0312361	8.88711	75	15	0.631293	2	AT2G20610,AT1G74100
AT5G59780_Cluster_20	GO:0016144	0.00746897	0.0142421	14.8119	75	9	0.700843	2	AT2G20610,AT1G74100
AT5G59780_Cluster_20	GO:0019757	0.0205547	0.0312361	8.88711	75	15	0.631293	2	AT2G20610,AT1G74100
AT5G59780_Cluster_20	GO:0019758	0.00746897	0.0142421	14.8119	75	9	0.700843	2	AT2G20610,AT1G74100
AT5G59780_Cluster_20	GO:0019760	0.0205547	0.0312361	8.88711	75	15	0.631293	2	AT2G20610,AT1G74100
AT5G59780_Cluster_20	GO:0019761	0.00746897	0.0142421	14.8119	75	9	0.700843	2	AT2G20610,AT1G74100
AT5G59780_Cluster_20	GO:0042430	0.0133003	0.0222724	11.1089	75	12	0.661674	2	AT4G34410,AT2G20610
AT5G59780_Cluster_20	GO:0044272	0.00023056	0.000877949	12.6959	75	21	0.585481	4	AT3G61440,AT2G20610,AT1G74100,AT3G13110
AT5G59780_Cluster_20	GO:1901137	0.0322099	0.0447015	7.01614	75	19	0.599108	2	AT2G20610,AT1G74100
AT5G59780_Cluster_20	GO:1901659	0.0111915	0.0194964	12.1188	75	11	0.673521	2	AT2G20610,AT1G74100
AT5G59780_Cluster_20	GO:1901617	0.0261148	0.0378301	7.84157	75	17	0.614252	2	AT2G47460,AT1G67080
AT5G59780_Cluster_20	GO:0000041	9.17021e-06	5.51637e-05	26.6613	75	10	0.686498	4	AT3G56240,AT5G44790,AT1G21140,AT4G16370
AT5G59780_Cluster_20	GO:0006826	6.28212e-05	0.000288995	33.3267	75	6	0.756048	3	AT3G56240,AT1G21140,AT4G16370
AT5G59780_Cluster_20	GO:0006873	0.000360934	0.00128002	19.996	75	10	0.686498	3	AT3G56240,AT1G21140,AT4G16370
AT5G59780_Cluster_20	GO:0010039	0.00065991	0.00209664	44.4356	75	3	0.850421	2	AT4G34600,AT1G21140
AT5G59780_Cluster_20	GO:0030003	0.000360934	0.00128002	19.996	75	10	0.686498	3	AT3G56240,AT1G21140,AT4G16370
AT5G59780_Cluster_20	GO:0034755	0.00215713	0.00540154	26.6613	75	5	0.780871	2	AT3G56240,AT1G21140
AT5G59780_Cluster_20	GO:0050801	4.88959e-06	3.16136e-05	18.5148	75	18	0.606469	5	AT3G56240,AT4G34600,AT1G21140,AT5G04340,AT4G16370
AT5G59780_Cluster_20	GO:0055080	7.42184e-05	0.000334248	16.6633	75	16	0.622506	4	AT3G56240,AT4G34600,AT1G21140,AT4G16370
AT5G59780_Cluster_20	GO:0098771	4.88959e-06	3.16136e-05	18.5148	75	18	0.606469	5	AT3G56240,AT4G34600,AT1G21140,AT5G04340,AT4G16370
AT5G59780_Cluster_20	GO:0009268	0.00215713	0.00540154	26.6613	75	5	0.780871	2	AT2G30360,AT4G34600
AT5G59780_Cluster_20	GO:0010928	0.00215713	0.00540154	26.6613	75	5	0.780871	2	AT3G50060,AT4G34410
AT5G59780_Cluster_20	GO:0009308	0.00924598	0.0168733	13.3307	75	10	0.686498	2	AT4G34410,AT1G67110
AT5G59780_Cluster_20	GO:0042440	0.000490941	0.00164792	18.1782	75	11	0.673521	3	AT2G47460,AT4G22570,AT5G17230
AT5G59780_Cluster_20	GO:0046148	0.000255405	0.00095753	22.2178	75	9	0.700843	3	AT2G47460,AT4G22570,AT5G17230
AT5G59780_Cluster_20	GO:0072522	0.00746897	0.0142421	14.8119	75	9	0.700843	2	AT1G67110,AT4G22570
AT5G59780_Cluster_20	GO:0016108	0.00130698	0.00362121	33.3267	75	4	0.811253	2	AT1G67080,AT5G17230
AT5G59780_Cluster_20	GO:0016116	0.00130698	0.00362121	33.3267	75	4	0.811253	2	AT1G67080,AT5G17230
AT5G59780_Cluster_20	GO:0000160	0.00320428	0.00728954	22.2178	75	6	0.756048	2	AT5G44790,AT1G28370
AT5G59780_Cluster_20	GO:0009873	0.00320428	0.00728954	22.2178	75	6	0.756048	2	AT5G44790,AT1G28370
AT5G59780_Cluster_20	GO:0071369	0.00746897	0.0142421	14.8119	75	9	0.700843	2	AT5G44790,AT1G28370
AT5G59780_Cluster_20	GO:0008361	0.00130698	0.00362121	33.3267	75	4	0.811253	2	AT2G05520,AT5G08790
AT5G59780_Cluster_20	GO:0009753	0.00984693	0.0175549	6.66533	75	30	0.536919	3	AT1G72450,AT5G08790,AT1G74100
AT5G59780_Cluster_20	GO:0070542	0.00984693	0.0175549	6.66533	75	30	0.536919	3	AT1G72450,AT5G08790,AT1G74100
AT5G59780_Cluster_20	GO:1901605	0.00264464	0.00632802	10.5242	75	19	0.599108	3	AT4G34410,AT3G61440,AT3G13110
AT5G59780_Cluster_20	GO:0000096	0.00586595	0.0117588	16.6633	75	8	0.716879	2	AT3G61440,AT3G13110
AT5G59780_Cluster_20	GO:0008652	0.017987	0.0281103	9.5219	75	14	0.640686	2	AT3G61440,AT3G13110
AT5G59780_Cluster_20	GO:1901607	0.017987	0.0281103	9.5219	75	14	0.640686	2	AT3G61440,AT3G13110
AT5G59780_Cluster_20	GO:0000302	0.0232656	0.0344568	8.33167	75	16	0.622506	2	AT3G56240,AT3G10985
AT5G59780_Cluster_20	GO:0000097	0.0044425	0.00942107	19.0438	75	7	0.73506	2	AT3G61440,AT3G13110
AT5G59780_Cluster_20	GO:0006534	0.00320428	0.00728954	22.2178	75	6	0.756048	2	AT3G61440,AT3G13110
AT5G59780_Cluster_20	GO:0009069	0.00320428	0.00728954	22.2178	75	6	0.756048	2	AT3G61440,AT3G13110
AT5G59780_Cluster_20	GO:0009070	0.00320428	0.00728954	22.2178	75	6	0.756048	2	AT3G61440,AT3G13110
AT5G59780_Cluster_20	GO:0019344	0.00320428	0.00728954	22.2178	75	6	0.756048	2	AT3G61440,AT3G13110
AT5G59780_Cluster_21	GO:0000003	3.29981e-05	0.000166706	4.39912	100	125	0.342614	11	AT4G34600,AT2G40080,AT3G13730,AT2G38120,AT3G27960,AT2G01570,AT4G31590,AT5G54160,AT2G47860,AT5G08790,AT1G49320
AT5G59780_Cluster_21	GO:0009987	9.11325e-17	6.72311e-15	3.65006	100	630	0.122401	46	AT4G25490,AT2G30360,AT5G13420,AT5G59780,AT4G22570,AT4G34600,AT2G40080,AT2G04240,AT2G38120,AT1G11840,AT5G03300,AT3G27960,AT2G01570,AT4G34410,AT5G56970,AT4G31590,AT2G32720,AT5G63450,AT2G01910,AT4G27657,AT2G32120,AT1G66180,AT1G18300,AT2G22670,AT2G30490,AT2G27820,AT1G61660,AT1G69260,AT5G54160,AT5G34850,AT1G49240,AT1G51680,AT5G04590,AT1G79180,AT4G15340,AT5G08790,AT3G50930,AT5G16600,AT5G16000,AT1G28370,AT5G07460,AT3G13110,AT3G50060,AT3G18780,AT2G40890,AT5G04340
AT5G59780_Cluster_21	GO:0022414	3.29981e-05	0.000166706	4.39912	100	125	0.342614	11	AT4G34600,AT2G40080,AT3G13730,AT2G38120,AT3G27960,AT2G01570,AT4G31590,AT5G54160,AT2G47860,AT5G08790,AT1G49320
AT5G59780_Cluster_21	GO:0044085	0.00456599	0.00961109	4.54455	100	55	0.454393	5	AT4G34600,AT2G01910,AT5G54160,AT1G79180,AT5G16600
AT5G59780_Cluster_21	GO:0051301	0.0129811	0.0218823	5.9988	100	25	0.561743	3	AT2G01570,AT4G34410,AT1G28370
AT5G59780_Cluster_21	GO:0071840	0.00506825	0.0104853	2.98448	100	134	0.333148	8	AT4G34600,AT4G31590,AT2G01910,AT5G54160,AT1G79180,AT5G08790,AT5G16600,AT3G18780
AT5G59780_Cluster_21	GO:0003006	9.1683e-05	0.000402901	4.30948	100	116	0.352788	10	AT4G34600,AT2G40080,AT3G13730,AT2G38120,AT3G27960,AT2G01570,AT4G31590,AT5G54160,AT5G08790,AT1G49320
AT5G59780_Cluster_21	GO:0007275	1.34536e-07	1.28659e-06	4.24443	100	212	0.270689	18	AT4G34600,AT2G40080,AT3G13730,AT2G38120,AT2G01570,AT4G34410,AT4G31590,AT2G22670,AT2G30490,AT3G10985,AT2G44300,AT5G54160,AT1G49240,AT5G08790,AT3G50060,AT3G18780,AT1G49320,AT5G04340
AT5G59780_Cluster_21	GO:0009791	0.000712043	0.00222438	3.6578	100	123	0.34481	9	AT2G40080,AT3G13730,AT2G38120,AT2G01570,AT2G22670,AT5G54160,AT5G08790,AT3G50060,AT1G49320
AT5G59780_Cluster_21	GO:0010154	0.0061711	0.0122158	4.23644	100	59	0.444834	5	AT2G38120,AT2G01570,AT5G54160,AT5G08790,AT1G49320
AT5G59780_Cluster_21	GO:0022622	1.62477e-05	9.057e-05	6.89517	100	58	0.447162	8	AT4G34600,AT2G38120,AT4G34410,AT2G22670,AT1G49240,AT3G50060,AT3G18780,AT5G04340
AT5G59780_Cluster_21	GO:0032501	3.99322e-09	5.40844e-08	4.46719	100	235	0.256665	21	AT4G34600,AT2G40080,AT3G13730,AT2G38120,AT3G27960,AT2G01570,AT4G34410,AT4G31590,AT2G22670,AT2G30490,AT3G10985,AT2G44300,AT5G54160,AT1G49240,AT2G47860,AT5G08790,AT5G16000,AT3G50060,AT3G18780,AT1G49320,AT5G04340
AT5G59780_Cluster_21	GO:0032502	2.2985e-08	2.62128e-07	4.05324	100	259	0.243425	21	AT4G34600,AT2G40080,AT3G13730,AT2G38120,AT3G27960,AT2G01570,AT4G34410,AT4G31590,AT2G22670,AT2G30490,AT3G10985,AT2G44300,AT5G54160,AT1G49240,AT5G08790,AT5G16000,AT1G28370,AT3G50060,AT3G18780,AT1G49320,AT5G04340
AT5G59780_Cluster_21	GO:0048316	0.00532577	0.0108994	4.38509	100	57	0.449529	5	AT2G38120,AT2G01570,AT5G54160,AT5G08790,AT1G49320
AT5G59780_Cluster_21	GO:0048364	1.62477e-05	9.057e-05	6.89517	100	58	0.447162	8	AT4G34600,AT2G38120,AT4G34410,AT2G22670,AT1G49240,AT3G50060,AT3G18780,AT5G04340
AT5G59780_Cluster_21	GO:0048367	0.00205252	0.00520102	4.47672	100	67	0.427522	6	AT2G40080,AT3G13730,AT2G01570,AT3G10985,AT2G44300,AT5G08790
AT5G59780_Cluster_21	GO:0048608	0.00288816	0.00676209	3.6451	100	96	0.378554	7	AT2G40080,AT3G13730,AT2G38120,AT2G01570,AT5G54160,AT5G08790,AT1G49320
AT5G59780_Cluster_21	GO:0048731	1.78075e-08	2.08877e-07	5.15048	100	165	0.304814	17	AT4G34600,AT2G40080,AT3G13730,AT2G38120,AT2G01570,AT4G34410,AT4G31590,AT2G22670,AT3G10985,AT2G44300,AT5G54160,AT1G49240,AT5G08790,AT3G50060,AT3G18780,AT1G49320,AT5G04340
AT5G59780_Cluster_21	GO:0048856	5.77169e-08	5.9096e-07	4.03145	100	248	0.249334	20	AT4G34600,AT2G40080,AT3G13730,AT2G38120,AT3G27960,AT2G01570,AT4G34410,AT4G31590,AT2G22670,AT2G30490,AT3G10985,AT2G44300,AT5G54160,AT1G49240,AT5G08790,AT1G28370,AT3G50060,AT3G18780,AT1G49320,AT5G04340
AT5G59780_Cluster_21	GO:0061458	0.00288816	0.00676209	3.6451	100	96	0.378554	7	AT2G40080,AT3G13730,AT2G38120,AT2G01570,AT5G54160,AT5G08790,AT1G49320
AT5G59780_Cluster_21	GO:0099402	6.1236e-09	7.94135e-08	7.06929	100	99	0.374364	14	AT4G34600,AT3G13730,AT2G38120,AT2G01570,AT4G34410,AT4G31590,AT2G22670,AT3G10985,AT2G44300,AT1G49240,AT5G08790,AT3G50060,AT3G18780,AT5G04340
AT5G59780_Cluster_21	GO:0001666	0.00724958	0.0138856	5.12718	100	39	0.501198	4	AT4G27657,AT1G66180,AT1G18300,AT5G04340
AT5G59780_Cluster_21	GO:0006950	2.66848e-11	5.98476e-10	4.52871	100	287	0.229449	26	AT4G25490,AT2G04240,AT3G27960,AT2G01570,AT4G34410,AT5G63450,AT2G32240,AT4G27657,AT2G32120,AT1G66180,AT1G18300,AT2G30490,AT3G10985,AT1G61660,AT5G54160,AT4G39090,AT5G12170,AT1G71050,AT4G32280,AT1G51680,AT5G04590,AT5G08790,AT3G50930,AT5G16000,AT5G07460,AT5G04340
AT5G59780_Cluster_21	GO:0007154	0.000188961	0.000743877	4.36806	100	103	0.368971	9	AT2G30360,AT2G40080,AT2G01570,AT4G34410,AT1G61660,AT1G69260,AT3G50930,AT1G28370,AT3G50060
AT5G59780_Cluster_21	GO:0007165	0.000261517	0.000974822	4.70494	100	85	0.395123	8	AT2G30360,AT2G40080,AT2G01570,AT4G34410,AT1G69260,AT3G50930,AT1G28370,AT3G50060
AT5G59780_Cluster_21	GO:0009611	0.00117774	0.00332722	8.33167	100	24	0.567301	4	AT5G63450,AT2G30490,AT1G51680,AT5G08790
AT5G59780_Cluster_21	GO:0009628	2.00933e-13	6.94133e-12	5.57828	100	233	0.257829	26	AT4G25490,AT2G30360,AT4G34600,AT2G40080,AT3G02910,AT2G04240,AT2G38120,AT2G01570,AT4G27657,AT2G32120,AT1G66180,AT1G18300,AT2G30490,AT2G27820,AT1G61660,AT5G54160,AT4G39090,AT4G32280,AT1G51680,AT5G04590,AT1G79180,AT5G08790,AT3G50930,AT5G07460,AT3G18780,AT5G04340
AT5G59780_Cluster_21	GO:0009719	1.68428e-07	1.56609e-06	5.06655	100	148	0.319618	15	AT2G30360,AT2G04240,AT2G38120,AT2G01570,AT4G34410,AT2G32240,AT2G22670,AT1G61660,AT1G69260,AT5G09980,AT4G32280,AT5G08790,AT1G28370,AT3G50060,AT3G18780
AT5G59780_Cluster_21	GO:0009725	1.40436e-07	1.33729e-06	5.13596	100	146	0.321471	15	AT2G30360,AT2G04240,AT2G38120,AT2G01570,AT4G34410,AT2G32240,AT2G22670,AT1G61660,AT1G69260,AT5G09980,AT4G32280,AT5G08790,AT1G28370,AT3G50060,AT3G18780
AT5G59780_Cluster_21	GO:0009737	0.0133015	0.0222724	3.52042	100	71	0.419627	5	AT2G30360,AT2G01570,AT2G32240,AT1G61660,AT1G69260
AT5G59780_Cluster_21	GO:0009755	0.000723188	0.00225499	5.45345	100	55	0.454393	6	AT2G30360,AT2G01570,AT4G34410,AT1G69260,AT1G28370,AT3G50060
AT5G59780_Cluster_21	GO:0009966	0.00907578	0.0166245	6.81682	100	22	0.579148	3	AT2G01570,AT4G34410,AT3G50060
AT5G59780_Cluster_21	GO:0010033	8.28566e-11	1.69759e-09	4.93464	100	233	0.257829	23	AT4G25490,AT2G30360,AT5G13420,AT5G59780,AT2G04240,AT2G38120,AT2G01570,AT4G34410,AT2G32240,AT1G66180,AT2G22670,AT3G10985,AT1G61660,AT1G69260,AT5G54160,AT4G39090,AT5G09980,AT4G32280,AT5G08790,AT3G50930,AT1G28370,AT3G50060,AT3G18780
AT5G59780_Cluster_21	GO:0010646	0.00907578	0.0166245	6.81682	100	22	0.579148	3	AT2G01570,AT4G34410,AT3G50060
AT5G59780_Cluster_21	GO:0023051	0.00907578	0.0166245	6.81682	100	22	0.579148	3	AT2G01570,AT4G34410,AT3G50060
AT5G59780_Cluster_21	GO:0023052	0.000283636	0.00104375	4.65023	100	86	0.393531	8	AT2G30360,AT2G40080,AT2G01570,AT4G34410,AT1G69260,AT3G50930,AT1G28370,AT3G50060
AT5G59780_Cluster_21	GO:0032870	0.000253498	0.000951446	5.46766	100	64	0.433759	7	AT2G30360,AT2G01570,AT4G34410,AT1G61660,AT1G69260,AT1G28370,AT3G50060
AT5G59780_Cluster_21	GO:0033554	0.00163899	0.00434104	4.02218	100	87	0.391957	7	AT4G27657,AT1G66180,AT1G18300,AT1G61660,AT3G50930,AT5G07460,AT5G04340
AT5G59780_Cluster_21	GO:0033993	0.00175563	0.00459559	3.53912	100	113	0.356356	8	AT2G30360,AT2G04240,AT2G01570,AT2G32240,AT1G61660,AT1G69260,AT5G09980,AT5G08790
AT5G59780_Cluster_21	GO:0036293	0.00793355	0.0149706	4.999	100	40	0.497751	4	AT4G27657,AT1G66180,AT1G18300,AT5G04340
AT5G59780_Cluster_21	GO:0036294	0.00724958	0.0138856	5.12718	100	39	0.501198	4	AT4G27657,AT1G66180,AT1G18300,AT5G04340
AT5G59780_Cluster_21	GO:0042221	2.76596e-16	1.88835e-14	5.05851	100	336	0.207987	34	AT4G25490,AT2G30360,AT5G13420,AT5G59780,AT4G34600,AT2G04240,AT2G38120,AT1G11840,AT2G01570,AT4G34410,AT2G32240,AT4G27657,AT1G66180,AT1G18300,AT2G22670,AT3G10985,AT1G61660,AT1G69260,AT5G54160,AT4G39090,AT5G09980,AT5G12170,AT1G71050,AT4G32280,AT2G45290,AT5G08790,AT3G50930,AT1G28370,AT5G07460,AT4G13930,AT3G13110,AT3G50060,AT3G18780,AT5G04340
AT5G59780_Cluster_21	GO:0048519	0.0365449	0.0495033	3.17397	100	63	0.435903	4	AT2G01570,AT2G22670,AT5G08790,AT5G16000
AT5G59780_Cluster_21	GO:0048583	0.00662735	0.0129311	4.16583	100	60	0.442546	5	AT3G27960,AT2G01570,AT4G34410,AT5G08790,AT3G50060
AT5G59780_Cluster_21	GO:0050789	2.17073e-08	2.49535e-07	3.88615	100	283	0.23136	22	AT4G25490,AT2G30360,AT5G59780,AT4G34600,AT2G40080,AT3G27960,AT2G01570,AT4G34410,AT2G01910,AT2G22670,AT1G61660,AT1G69260,AT5G54160,AT5G34850,AT1G79180,AT5G08790,AT3G50930,AT5G16600,AT5G16000,AT1G28370,AT3G50060,AT5G04340
AT5G59780_Cluster_21	GO:0050794	2.31314e-08	2.63648e-07	4.25447	100	235	0.256665	20	AT4G25490,AT2G30360,AT5G59780,AT2G40080,AT2G01570,AT4G34410,AT2G01910,AT2G22670,AT1G61660,AT1G69260,AT5G54160,AT5G34850,AT1G79180,AT5G08790,AT3G50930,AT5G16600,AT5G16000,AT1G28370,AT3G50060,AT5G04340
AT5G59780_Cluster_21	GO:0050896	4.39873e-24	1.23042e-21	4.97868	100	492	0.156063	49	AT4G25490,AT2G33830,AT2G30360,AT5G13420,AT5G59780,AT4G34600,AT2G40080,AT3G02910,AT2G04240,AT2G38120,AT1G11840,AT3G27960,AT2G01570,AT4G34410,AT5G63450,AT2G32240,AT3G12100,AT4G27657,AT2G32120,AT1G66180,AT1G18300,AT2G22670,AT2G30490,AT2G27820,AT3G10985,AT1G61660,AT2G44300,AT1G69260,AT5G54160,AT4G39090,AT5G09980,AT5G12170,AT1G71050,AT4G32280,AT1G51680,AT1G29195,AT5G04590,AT1G79180,AT2G45290,AT5G08790,AT3G50930,AT5G16000,AT1G28370,AT5G07460,AT4G13930,AT3G13110,AT3G50060,AT3G18780,AT5G04340
AT5G59780_Cluster_21	GO:0051716	1.50129e-06	1.11326e-05	4.28486	100	175	0.296803	15	AT2G30360,AT5G59780,AT2G40080,AT2G01570,AT4G34410,AT4G27657,AT1G66180,AT1G18300,AT1G61660,AT1G69260,AT3G50930,AT1G28370,AT5G07460,AT3G50060,AT5G04340
AT5G59780_Cluster_21	GO:0065007	2.51714e-10	4.63394e-09	4.10013	100	317	0.215913	26	AT4G25490,AT2G30360,AT5G59780,AT4G34600,AT2G40080,AT3G13730,AT2G38120,AT3G27960,AT2G01570,AT4G34410,AT5G56970,AT2G01910,AT2G22670,AT1G61660,AT1G69260,AT5G54160,AT1G71050,AT5G34850,AT1G79180,AT5G08790,AT3G50930,AT5G16600,AT5G16000,AT1G28370,AT3G50060,AT5G04340
AT5G59780_Cluster_21	GO:0070482	0.00793355	0.0149706	4.999	100	40	0.497751	4	AT4G27657,AT1G66180,AT1G18300,AT5G04340
AT5G59780_Cluster_21	GO:0070887	1.42606e-07	1.35157e-06	5.55444	100	126	0.341529	14	AT2G30360,AT5G59780,AT2G01570,AT4G34410,AT4G27657,AT1G66180,AT1G18300,AT1G61660,AT1G69260,AT3G50930,AT1G28370,AT5G07460,AT3G50060,AT5G04340
AT5G59780_Cluster_21	GO:0071215	0.0144647	0.023653	5.76808	100	26	0.556403	3	AT2G30360,AT1G61660,AT1G69260
AT5G59780_Cluster_21	GO:0071310	9.8153e-05	0.000427879	5.40432	100	74	0.413992	8	AT2G30360,AT2G01570,AT4G34410,AT1G61660,AT1G69260,AT3G50930,AT1G28370,AT3G50060
AT5G59780_Cluster_21	GO:0071396	0.0139241	0.0229674	4.25447	100	47	0.475794	4	AT2G30360,AT2G01570,AT1G61660,AT1G69260
AT5G59780_Cluster_21	GO:0071453	0.00724958	0.0138856	5.12718	100	39	0.501198	4	AT4G27657,AT1G66180,AT1G18300,AT5G04340
